Gender,10th board,10th marks,12th board,12th marks,Stream,Cgpa,Internships(Y/N),Training(Y/N),Any Backlogs?,Innovative Project(Y/N),Communication level,Technical skills(Y/N),Coding Score,Aptitude Score,Hackathons Count,Certifications Count,Placement(Y/N)?
Male,ICSE,37.9,State,55.9,Computer Science,3.74,Yes,Yes,No,Yes,3,Yes,21,26,0,2,Placed
Female,CBSE,54.2,CBSE,83.9,Computer Science,9.08,Yes,Yes,Yes,Yes,3,Yes,82,55,1,2,Placed
Female,State,47.9,CBSE,41.2,Computer Science,5.55,No,No,No,Yes,4,Yes,48,38,1,0,Placed
Male,CBSE,46.8,CBSE,43.6,Electrical,5.56,Yes,Yes,No,No,4,No,21,32,0,0,Not Placed
Female,ICSE,67.6,Other,67.7,Computer Science,5.35,Yes,Yes,No,Yes,2,Yes,43,41,2,3,Placed
Female,CBSE,91.5,State,66.6,Civil,7.03,No,Yes,Yes,Yes,3,Yes,74,67,2,3,Placed
Female,ICSE,95.6,State,87.9,Other,9.68,Yes,No,No,Yes,3,Yes,73,70,1,0,Placed
Male,State,68.8,CBSE,74.0,Electronics,7.81,Yes,Yes,No,No,3,Yes,53,70,0,1,Placed
Male,CBSE,45.8,State,50.4,Electronics,4.85,Yes,No,No,No,3,Yes,57,34,3,1,Placed
Male,State,37.5,CBSE,35.0,Information Technology,4.42,No,Yes,No,Yes,3,Yes,35,27,2,1,Placed
Female,CBSE,48.6,CBSE,43.3,Information Technology,4.55,Yes,No,No,No,2,Yes,32,44,0,3,Not Placed
Male,CBSE,35.0,State,36.5,Information Technology,4.05,Yes,Yes,Yes,Yes,2,Yes,29,23,2,2,Not Placed
Female,CBSE,75.3,CBSE,38.6,Mechanical,5.7,No,Yes,No,No,2,Yes,33,44,0,1,Not Placed
Male,CBSE,38.2,CBSE,42.3,Other,4.11,No,Yes,Yes,Yes,4,Yes,30,31,0,0,Not Placed
Male,Other,60.6,State,71.5,Other,8.23,Yes,Yes,Yes,No,1,Yes,58,52,1,0,Not Placed
Female,CBSE,36.4,ICSE,42.6,Electrical,3.0,Yes,No,No,Yes,2,Yes,12,8,2,3,Not Placed
Male,State,36.0,CBSE,35.0,Electrical,5.15,Yes,Yes,Yes,No,5,No,36,33,3,2,Placed
Male,CBSE,46.2,CBSE,62.4,Information Technology,4.65,No,Yes,Yes,No,1,Yes,42,32,4,0,Not Placed
Female,State,86.1,CBSE,66.7,Mechanical,8.01,Yes,Yes,No,Yes,1,Yes,74,62,2,0,Placed
Female,CBSE,40.4,Other,44.0,Electrical,3.0,No,Yes,No,No,3,Yes,40,25,2,2,Not Placed
Female,State,60.9,ICSE,68.1,Information Technology,6.72,No,Yes,No,No,2,No,70,50,1,0,Not Placed
Female,State,62.1,State,67.2,Other,5.05,Yes,Yes,Yes,No,3,Yes,46,42,0,0,Not Placed
Female,State,64.3,Other,58.7,Information Technology,9.05,No,Yes,Yes,No,3,Yes,62,59,0,1,Placed
Female,CBSE,60.5,State,57.5,Mechanical,8.19,Yes,Yes,Yes,Yes,2,No,55,62,4,1,Placed
Male,State,62.5,Other,51.8,Civil,7.56,Yes,Yes,No,Yes,5,No,24,48,1,3,Placed
Male,CBSE,35.0,CBSE,37.2,Other,5.12,Yes,Yes,Yes,Yes,3,No,34,28,2,4,Placed
Male,CBSE,36.7,CBSE,36.2,Computer Science,3.0,Yes,Yes,No,Yes,4,No,1,10,0,2,Not Placed
Male,CBSE,62.4,State,53.6,Civil,6.26,Yes,Yes,No,No,5,Yes,41,44,1,2,Placed
Female,State,65.8,CBSE,39.7,Electronics,6.76,Yes,No,Yes,Yes,5,Yes,55,55,0,4,Placed
Female,State,35.0,State,35.0,Computer Science,3.05,No,Yes,Yes,No,3,Yes,0,30,3,0,Not Placed
Female,State,35.0,CBSE,35.0,Civil,3.88,No,Yes,No,Yes,5,Yes,18,24,0,3,Placed
Male,CBSE,55.4,State,51.9,Electronics,7.49,Yes,Yes,No,No,4,Yes,52,52,2,1,Placed
Female,CBSE,69.0,CBSE,64.1,Mechanical,6.69,Yes,Yes,No,Yes,4,Yes,33,66,0,0,Placed
Male,CBSE,35.0,CBSE,35.0,Information Technology,3.0,No,Yes,Yes,Yes,4,Yes,41,30,3,0,Not Placed
Female,State,52.8,Other,36.3,Information Technology,4.53,No,Yes,Yes,Yes,3,No,39,39,1,2,Not Placed
Female,State,35.0,ICSE,35.0,Mechanical,3.57,Yes,No,Yes,Yes,3,No,24,13,1,3,Not Placed
Male,CBSE,76.9,Other,74.6,Information Technology,7.51,Yes,Yes,No,Yes,4,Yes,78,67,1,0,Placed
Male,State,35.0,State,35.6,Computer Science,3.99,Yes,Yes,No,No,3,Yes,23,26,2,2,Placed
Male,State,67.2,State,69.0,Other,6.77,No,Yes,No,Yes,4,Yes,74,73,0,1,Placed
Female,State,47.3,State,77.0,Electronics,5.22,Yes,No,No,Yes,2,Yes,60,32,3,1,Placed
Female,State,83.8,CBSE,72.9,Civil,8.9,Yes,Yes,Yes,Yes,4,Yes,94,65,2,0,Placed
Female,State,35.0,CBSE,46.5,Information Technology,5.66,No,No,No,Yes,2,Yes,28,22,1,3,Not Placed
Male,State,51.6,CBSE,35.0,Information Technology,6.39,No,Yes,No,Yes,2,Yes,37,39,4,1,Placed
Male,CBSE,35.0,ICSE,35.0,Information Technology,3.0,Yes,Yes,No,Yes,4,Yes,0,26,3,1,Placed
Female,CBSE,35.0,CBSE,35.0,Information Technology,3.0,Yes,Yes,No,Yes,3,Yes,0,8,0,0,Not Placed
Female,CBSE,47.2,Other,48.0,Electronics,7.11,No,No,No,No,4,No,65,64,3,2,Placed
Male,State,35.0,State,35.0,Electronics,3.0,No,Yes,No,Yes,4,Yes,42,5,0,1,Not Placed
Male,ICSE,38.5,State,45.5,Electronics,5.3,No,Yes,Yes,No,2,Yes,59,35,2,0,Not Placed
Female,CBSE,72.0,CBSE,60.9,Computer Science,7.97,Yes,Yes,No,Yes,1,Yes,63,54,0,1,Placed
Male,CBSE,69.6,CBSE,93.9,Electronics,5.6,Yes,No,No,No,2,No,69,74,4,1,Placed
Male,ICSE,43.6,Other,45.8,Computer Science,5.78,Yes,No,Yes,Yes,4,Yes,25,41,0,0,Placed
Male,ICSE,38.9,CBSE,48.7,Computer Science,3.0,Yes,No,Yes,Yes,4,Yes,7,5,0,0,Not Placed
Female,ICSE,63.4,CBSE,76.7,Other,6.87,Yes,No,No,Yes,3,No,43,66,1,5,Placed
Female,State,82.8,CBSE,64.6,Mechanical,9.11,No,Yes,No,No,2,No,60,68,2,3,Placed
Female,ICSE,42.9,CBSE,40.2,Mechanical,5.72,Yes,Yes,Yes,Yes,1,Yes,38,38,1,2,Not Placed
Female,CBSE,47.1,CBSE,35.0,Information Technology,3.76,Yes,No,No,Yes,2,Yes,47,31,2,0,Placed
Male,CBSE,59.7,State,40.0,Electrical,3.0,No,No,Yes,Yes,5,Yes,47,21,0,0,Not Placed
Male,CBSE,66.4,State,48.1,Mechanical,8.01,No,Yes,Yes,Yes,2,Yes,74,48,1,1,Placed
Female,State,84.3,State,65.2,Civil,7.46,Yes,Yes,No,No,2,Yes,79,82,2,1,Placed
Male,CBSE,47.9,CBSE,35.0,Information Technology,3.81,Yes,Yes,No,Yes,4,Yes,20,32,0,2,Placed
Female,State,42.4,ICSE,35.0,Other,3.34,Yes,Yes,No,Yes,4,Yes,9,7,2,1,Not Placed
Male,State,86.1,ICSE,86.0,Electrical,7.4,No,No,No,No,3,Yes,92,85,2,4,Placed
Male,CBSE,62.3,CBSE,46.9,Electrical,4.35,No,Yes,No,Yes,3,Yes,21,40,1,0,Not Placed
Male,ICSE,61.9,CBSE,64.9,Computer Science,6.14,No,No,No,Yes,4,Yes,43,62,0,0,Placed
Male,CBSE,54.1,CBSE,36.2,Computer Science,3.0,No,Yes,Yes,No,4,Yes,22,30,1,2,Not Placed
Male,CBSE,69.3,ICSE,75.2,Computer Science,5.91,Yes,No,Yes,Yes,3,Yes,70,47,0,4,Placed
Male,ICSE,74.6,State,43.9,Computer Science,8.02,No,Yes,No,No,2,Yes,48,71,2,3,Placed
Others,CBSE,64.6,Other,63.3,Electrical,6.53,Yes,Yes,Yes,Yes,4,No,62,63,2,0,Placed
Male,State,88.0,CBSE,84.6,Computer Science,9.72,Yes,Yes,No,Yes,2,Yes,84,82,0,1,Placed
Male,ICSE,52.2,State,37.1,Computer Science,5.71,Yes,Yes,No,No,3,Yes,43,45,1,1,Placed
Female,Other,48.8,CBSE,42.0,Computer Science,4.13,Yes,Yes,No,Yes,4,Yes,34,29,3,2,Placed
Others,ICSE,56.5,CBSE,59.8,Computer Science,5.43,No,No,Yes,Yes,4,Yes,32,37,3,0,Placed
Female,CBSE,80.8,State,69.0,Computer Science,7.54,Yes,Yes,Yes,Yes,4,No,60,41,3,0,Placed
Female,State,63.8,CBSE,35.0,Electrical,7.68,Yes,Yes,Yes,Yes,4,Yes,60,60,3,1,Placed
Male,CBSE,35.0,State,37.2,Electronics,3.0,Yes,Yes,No,Yes,5,Yes,25,18,0,0,Placed
Male,CBSE,57.7,State,50.1,Computer Science,6.83,No,Yes,No,Yes,3,Yes,50,60,2,0,Placed
Male,CBSE,59.0,ICSE,57.9,Information Technology,5.9,Yes,No,No,Yes,4,No,24,32,2,2,Placed
Female,CBSE,37.5,CBSE,35.0,Information Technology,5.03,Yes,Yes,No,No,4,Yes,26,34,0,2,Placed
Female,ICSE,40.7,Other,80.4,Computer Science,5.87,Yes,Yes,No,No,4,Yes,51,38,2,3,Placed
Male,CBSE,35.0,Other,35.0,Mechanical,3.56,Yes,Yes,No,No,5,Yes,16,24,0,2,Not Placed
Male,State,35.0,Other,49.2,Civil,5.32,No,Yes,No,No,4,Yes,11,7,3,2,Not Placed
Female,State,35.0,ICSE,35.0,Civil,3.0,Yes,No,No,No,3,Yes,0,5,3,0,Not Placed
Male,State,73.8,ICSE,69.1,Civil,9.81,Yes,No,No,No,4,Yes,86,74,2,2,Placed
Female,Other,78.6,State,62.7,Computer Science,7.37,Yes,Yes,Yes,No,3,Yes,62,39,2,3,Placed
Female,CBSE,52.5,CBSE,61.0,Other,5.12,No,No,No,Yes,3,Yes,57,48,1,1,Not Placed
Female,State,39.7,State,35.0,Electrical,4.71,Yes,Yes,Yes,No,4,Yes,6,39,2,1,Not Placed
Female,State,35.0,State,35.0,Electrical,3.0,Yes,Yes,No,No,3,Yes,19,1,3,2,Not Placed
Female,CBSE,40.8,Other,38.5,Computer Science,4.27,No,No,No,Yes,4,Yes,44,20,0,1,Not Placed
Male,State,50.2,State,69.1,Other,7.69,Yes,No,No,Yes,2,Yes,74,76,1,2,Placed
Female,ICSE,67.8,CBSE,65.9,Electrical,7.15,No,No,No,Yes,5,Yes,65,66,0,0,Placed
Female,CBSE,86.9,State,54.1,Electrical,6.32,No,No,Yes,Yes,4,Yes,61,34,0,2,Placed
Male,CBSE,64.4,Other,39.7,Computer Science,6.72,Yes,No,No,Yes,3,Yes,51,44,4,0,Placed
Male,CBSE,75.7,CBSE,79.8,Civil,8.18,Yes,No,Yes,Yes,2,Yes,60,63,2,0,Placed
Male,ICSE,56.2,CBSE,53.2,Other,5.07,No,Yes,Yes,Yes,3,Yes,28,32,2,3,Not Placed
Male,State,68.8,State,76.1,Mechanical,6.63,Yes,Yes,Yes,Yes,4,No,69,77,1,2,Placed
Female,State,40.3,CBSE,49.4,Electronics,6.0,No,No,Yes,No,1,No,34,41,2,1,Not Placed
Female,State,56.6,CBSE,47.5,Other,4.66,No,Yes,Yes,Yes,3,Yes,36,35,1,1,Not Placed
Male,ICSE,35.0,CBSE,51.0,Information Technology,4.56,Yes,No,No,Yes,2,No,21,25,2,0,Not Placed
Male,ICSE,35.0,ICSE,35.0,Electronics,4.18,Yes,Yes,Yes,Yes,5,Yes,6,34,3,1,Placed
Female,ICSE,69.6,CBSE,35.0,Information Technology,6.11,No,Yes,No,Yes,3,Yes,41,54,2,0,Placed
Male,ICSE,35.0,State,59.0,Other,4.7,Yes,Yes,No,Yes,4,Yes,21,34,2,3,Placed
Male,State,43.4,ICSE,35.0,Computer Science,3.45,Yes,No,No,No,3,Yes,33,31,2,1,Not Placed
Female,State,64.4,Other,49.1,Electronics,6.66,No,Yes,No,Yes,3,Yes,53,53,1,0,Placed
Female,ICSE,67.4,Other,52.4,Mechanical,7.06,Yes,Yes,No,Yes,3,Yes,55,31,3,1,Placed
Male,Other,77.7,State,46.3,Electrical,9.25,No,Yes,Yes,Yes,4,No,44,47,0,1,Placed
Male,CBSE,61.5,Other,54.3,Electronics,8.22,Yes,No,No,No,5,Yes,57,78,0,1,Placed
Male,CBSE,58.9,CBSE,35.0,Electrical,4.99,Yes,Yes,No,Yes,2,Yes,30,38,3,2,Placed
Female,Other,49.7,State,48.9,Other,6.13,Yes,Yes,No,Yes,4,Yes,61,54,0,1,Placed
Female,CBSE,70.7,State,55.9,Computer Science,6.08,No,Yes,Yes,Yes,3,Yes,49,62,1,3,Placed
Male,ICSE,50.7,CBSE,35.0,Information Technology,3.44,Yes,No,No,Yes,3,No,36,17,1,0,Not Placed
Female,CBSE,53.4,State,35.0,Computer Science,3.57,Yes,Yes,No,Yes,3,Yes,46,18,1,1,Placed
Female,CBSE,44.8,CBSE,42.5,Information Technology,5.37,Yes,Yes,No,Yes,3,Yes,32,22,3,2,Placed
Male,CBSE,82.1,ICSE,95.5,Electronics,10.0,Yes,Yes,No,Yes,3,Yes,100,100,2,2,Placed
Male,CBSE,68.5,CBSE,63.0,Electrical,4.52,Yes,No,Yes,Yes,5,Yes,38,28,3,4,Placed
Female,CBSE,73.2,State,67.9,Electrical,6.87,Yes,Yes,Yes,No,2,No,63,81,5,2,Placed
Male,State,38.7,CBSE,64.8,Computer Science,4.64,Yes,Yes,Yes,Yes,4,No,34,30,4,1,Placed
Male,State,68.7,CBSE,75.5,Computer Science,8.5,Yes,Yes,No,Yes,3,Yes,57,63,3,2,Placed
Female,Other,61.0,Other,50.4,Electronics,9.46,Yes,Yes,No,Yes,3,No,57,75,1,1,Placed
Female,State,76.9,ICSE,50.8,Electronics,8.95,Yes,Yes,Yes,No,2,Yes,57,66,0,1,Placed
Female,State,55.7,Other,49.9,Computer Science,7.8,Yes,Yes,No,Yes,4,Yes,49,51,2,0,Placed
Female,State,76.2,CBSE,90.2,Electrical,8.08,Yes,No,No,Yes,4,Yes,81,94,4,2,Placed
Female,State,71.3,CBSE,50.6,Electrical,6.1,Yes,Yes,Yes,Yes,4,Yes,32,34,5,3,Placed
Male,State,91.2,State,55.6,Information Technology,8.37,No,No,No,Yes,3,Yes,83,68,2,2,Placed
Female,CBSE,35.0,State,35.0,Electrical,3.0,Yes,Yes,No,Yes,3,Yes,14,12,2,1,Not Placed
Male,CBSE,62.8,CBSE,35.0,Information Technology,7.43,Yes,Yes,No,Yes,5,Yes,69,62,0,0,Placed
Male,CBSE,60.1,State,42.4,Civil,7.87,No,Yes,No,Yes,5,Yes,46,46,0,0,Placed
Female,CBSE,35.0,CBSE,35.0,Information Technology,4.4,Yes,Yes,Yes,No,4,No,40,38,2,3,Not Placed
Female,State,65.1,CBSE,61.7,Computer Science,6.96,Yes,No,No,Yes,4,Yes,46,39,0,1,Placed
Male,CBSE,35.0,CBSE,38.6,Electrical,3.0,Yes,Yes,No,Yes,4,No,10,29,1,3,Not Placed
Female,ICSE,42.3,State,48.2,Information Technology,4.6,Yes,Yes,Yes,No,4,Yes,37,42,1,0,Placed
Male,Other,35.0,State,35.0,Civil,3.0,Yes,Yes,Yes,Yes,4,Yes,12,0,4,1,Not Placed
Male,Other,73.9,State,71.4,Information Technology,7.95,Yes,Yes,Yes,Yes,5,Yes,73,74,4,4,Placed
Male,Other,44.9,State,47.7,Computer Science,6.27,Yes,Yes,Yes,Yes,4,Yes,43,38,0,1,Placed
Female,CBSE,82.7,CBSE,79.9,Computer Science,9.66,Yes,No,No,Yes,4,Yes,83,88,0,0,Placed
Female,State,63.4,Other,60.3,Electronics,8.3,Yes,No,Yes,Yes,2,No,71,72,0,0,Placed
Male,CBSE,75.7,Other,37.1,Mechanical,6.89,Yes,No,Yes,Yes,5,No,52,47,1,0,Placed
Female,ICSE,52.0,State,35.0,Information Technology,5.07,Yes,Yes,Yes,Yes,3,Yes,31,38,2,0,Placed
Male,ICSE,35.0,CBSE,35.0,Civil,3.35,No,Yes,No,Yes,5,Yes,36,28,1,2,Not Placed
Female,ICSE,68.5,State,35.0,Civil,6.77,Yes,Yes,No,No,4,Yes,58,57,4,2,Placed
Male,State,49.8,State,57.0,Civil,6.37,Yes,Yes,No,Yes,1,No,52,59,2,3,Placed
Male,ICSE,35.0,Other,35.0,Electronics,3.22,Yes,Yes,Yes,No,3,Yes,48,22,1,0,Not Placed
Female,CBSE,35.0,Other,35.0,Electrical,3.0,Yes,No,No,Yes,5,No,0,5,2,3,Not Placed
Male,CBSE,47.9,ICSE,42.1,Information Technology,4.17,No,Yes,Yes,No,1,Yes,13,35,4,2,Not Placed
Male,ICSE,73.2,CBSE,73.6,Information Technology,9.95,Yes,No,No,Yes,5,Yes,70,96,1,0,Placed
Female,State,89.5,Other,95.0,Computer Science,10.0,Yes,No,No,Yes,4,Yes,75,84,0,0,Placed
Female,Other,49.1,State,62.7,Information Technology,7.33,Yes,Yes,Yes,Yes,1,No,66,63,0,1,Placed
Male,CBSE,65.4,ICSE,49.2,Computer Science,6.25,Yes,Yes,No,Yes,3,No,16,44,1,0,Placed
Male,ICSE,45.8,State,40.0,Mechanical,4.89,No,Yes,No,Yes,1,Yes,44,43,1,0,Not Placed
Male,State,37.3,CBSE,48.5,Computer Science,3.95,Yes,Yes,Yes,Yes,1,No,8,12,0,0,Not Placed
Male,ICSE,78.1,State,75.6,Information Technology,8.33,Yes,Yes,Yes,Yes,5,Yes,73,65,2,1,Placed
Male,ICSE,90.8,CBSE,93.5,Civil,10.0,Yes,No,No,No,4,Yes,86,82,0,0,Placed
Female,Other,39.5,CBSE,35.0,Information Technology,5.05,Yes,Yes,Yes,Yes,3,Yes,38,35,2,0,Placed
Others,CBSE,53.1,ICSE,50.3,Computer Science,6.83,Yes,Yes,No,Yes,2,Yes,40,48,3,0,Placed
Male,Other,41.9,CBSE,35.0,Computer Science,4.77,No,Yes,No,Yes,1,No,34,50,3,0,Not Placed
Male,CBSE,35.0,CBSE,43.4,Civil,4.75,Yes,No,No,Yes,5,Yes,12,22,0,0,Not Placed
Male,CBSE,64.6,CBSE,78.3,Computer Science,8.04,No,No,No,Yes,4,Yes,96,82,0,2,Placed
Male,State,39.2,State,50.1,Information Technology,3.0,No,Yes,No,Yes,2,Yes,22,14,1,0,Not Placed
Female,ICSE,60.1,Other,46.8,Electronics,5.97,Yes,Yes,No,Yes,4,Yes,60,42,3,0,Placed
Male,State,61.1,CBSE,56.0,Mechanical,7.43,Yes,Yes,No,Yes,5,No,72,70,1,0,Placed
Male,ICSE,38.5,CBSE,47.0,Mechanical,6.02,Yes,Yes,No,No,4,Yes,41,32,2,0,Placed
Female,State,53.4,Other,53.3,Electrical,8.18,Yes,Yes,No,Yes,3,Yes,68,76,1,2,Placed
Male,CBSE,50.6,ICSE,64.6,Computer Science,5.67,Yes,Yes,No,No,4,Yes,57,26,0,1,Placed
Female,Other,85.2,CBSE,69.4,Computer Science,8.04,No,Yes,No,Yes,4,Yes,52,61,0,1,Placed
Male,CBSE,35.0,ICSE,35.0,Computer Science,3.0,Yes,Yes,No,Yes,2,Yes,21,26,2,3,Placed
Female,ICSE,52.9,State,52.3,Computer Science,5.0,Yes,Yes,No,Yes,5,No,63,46,2,0,Placed
Female,CBSE,47.7,ICSE,48.5,Computer Science,6.41,Yes,No,No,Yes,5,Yes,65,18,3,0,Placed
Female,State,35.0,State,35.0,Information Technology,3.0,No,No,No,Yes,4,No,23,1,2,1,Not Placed
Female,State,35.0,Other,35.0,Electronics,3.0,Yes,Yes,Yes,Yes,3,Yes,46,8,2,0,Not Placed
Male,CBSE,35.0,CBSE,35.0,Mechanical,4.13,No,Yes,No,Yes,2,Yes,14,32,1,1,Not Placed
Male,CBSE,68.9,CBSE,67.2,Information Technology,6.8,Yes,Yes,No,Yes,4,Yes,58,64,1,3,Placed
Female,CBSE,61.0,CBSE,51.0,Civil,3.07,No,Yes,No,Yes,3,Yes,20,30,1,1,Not Placed
Female,CBSE,58.6,State,35.0,Information Technology,3.17,Yes,Yes,No,No,3,Yes,71,29,0,0,Not Placed
Male,CBSE,74.2,Other,45.4,Computer Science,7.44,No,No,No,No,2,Yes,64,50,1,2,Placed
Male,State,35.0,State,35.0,Electronics,3.27,No,Yes,Yes,No,2,No,0,8,3,1,Not Placed
Male,ICSE,35.0,CBSE,35.0,Computer Science,3.0,No,Yes,No,Yes,5,Yes,0,19,0,2,Placed
Male,State,51.8,State,45.0,Computer Science,6.55,No,Yes,No,No,3,Yes,39,34,1,0,Placed
Male,ICSE,35.0,State,35.0,Information Technology,3.19,Yes,Yes,No,Yes,4,Yes,0,13,0,1,Not Placed
Female,State,35.0,Other,35.0,Other,3.37,Yes,Yes,No,No,4,Yes,39,30,2,0,Not Placed
Male,State,67.1,State,68.1,Civil,6.95,Yes,Yes,No,Yes,5,Yes,66,44,0,0,Placed
Male,State,67.2,State,50.7,Computer Science,7.59,Yes,No,No,No,5,Yes,66,77,0,2,Placed
Female,State,56.9,State,63.1,Electrical,9.24,No,No,Yes,Yes,3,Yes,48,76,0,0,Placed
Female,State,69.8,ICSE,60.6,Civil,8.43,Yes,No,Yes,Yes,5,Yes,51,56,1,0,Placed
Female,CBSE,84.7,State,64.0,Mechanical,8.76,Yes,Yes,Yes,No,3,Yes,74,78,2,0,Placed
Female,ICSE,35.0,CBSE,38.3,Electrical,3.0,Yes,Yes,No,Yes,4,No,7,0,0,2,Not Placed
Male,ICSE,65.9,ICSE,61.7,Information Technology,7.23,Yes,Yes,No,Yes,4,Yes,39,55,0,0,Placed
Female,CBSE,42.9,State,52.8,Computer Science,5.47,Yes,No,No,Yes,5,Yes,34,25,4,2,Placed
Female,ICSE,35.0,State,40.2,Electronics,5.39,Yes,No,Yes,Yes,3,Yes,29,37,3,1,Not Placed
Male,CBSE,62.4,Other,67.0,Electronics,7.62,Yes,No,No,Yes,3,No,65,59,1,1,Placed
Female,CBSE,35.0,ICSE,35.0,Electronics,3.0,Yes,Yes,No,Yes,4,Yes,36,10,3,2,Placed
Female,CBSE,35.0,ICSE,35.0,Electronics,3.0,Yes,Yes,No,Yes,3,Yes,0,2,3,1,Placed
Male,ICSE,78.1,Other,74.1,Other,7.21,No,Yes,No,Yes,4,Yes,67,67,1,4,Placed
Male,ICSE,59.3,CBSE,60.3,Electrical,7.06,Yes,Yes,Yes,Yes,4,No,46,54,1,0,Placed
Male,ICSE,50.0,State,80.1,Electrical,7.29,No,Yes,No,Yes,4,Yes,53,41,2,3,Placed
Male,CBSE,55.8,State,47.7,Electrical,5.1,Yes,Yes,No,Yes,2,Yes,29,24,2,2,Placed
Male,State,76.2,CBSE,48.9,Other,8.09,Yes,No,Yes,Yes,3,Yes,66,58,3,3,Placed
Female,State,63.2,ICSE,59.4,Computer Science,8.98,Yes,Yes,Yes,Yes,1,Yes,44,57,1,2,Placed
Male,CBSE,60.8,ICSE,56.7,Computer Science,4.05,Yes,Yes,Yes,Yes,4,Yes,58,50,2,2,Placed
Female,State,35.0,State,35.0,Electronics,3.28,No,Yes,No,Yes,2,Yes,22,33,0,2,Not Placed
Female,CBSE,40.6,Other,51.8,Electrical,5.14,Yes,Yes,No,No,5,Yes,53,48,2,0,Placed
Female,CBSE,74.4,CBSE,73.7,Electronics,7.14,No,Yes,No,Yes,3,No,81,59,0,3,Placed
Female,State,75.0,State,55.8,Civil,7.91,No,Yes,No,Yes,2,No,74,75,2,2,Placed
Male,State,50.0,State,60.6,Computer Science,3.97,Yes,Yes,Yes,Yes,4,Yes,50,37,2,3,Placed
Male,CBSE,60.8,CBSE,40.5,Computer Science,5.25,Yes,No,Yes,Yes,2,Yes,51,53,4,0,Placed
Female,CBSE,61.3,CBSE,40.7,Civil,6.39,Yes,Yes,No,Yes,3,No,58,41,1,3,Placed
Female,CBSE,54.3,ICSE,47.8,Computer Science,7.17,Yes,No,No,Yes,3,Yes,66,52,0,3,Placed
Female,CBSE,49.7,State,50.8,Information Technology,4.24,Yes,Yes,Yes,Yes,3,No,19,34,1,0,Not Placed
Male,CBSE,35.0,ICSE,35.0,Computer Science,3.0,No,No,No,No,2,Yes,8,13,1,0,Not Placed
Female,CBSE,80.4,State,61.9,Information Technology,9.47,Yes,No,No,No,3,No,52,74,2,2,Placed
Male,State,87.9,CBSE,74.6,Civil,8.37,Yes,Yes,Yes,Yes,2,No,75,93,0,2,Placed
Female,State,48.1,CBSE,35.0,Information Technology,4.65,Yes,Yes,No,Yes,4,No,27,46,0,2,Placed
Female,ICSE,35.0,CBSE,35.0,Electronics,4.1,No,Yes,Yes,Yes,2,Yes,31,26,0,3,Not Placed
Male,State,73.4,Other,35.0,Computer Science,5.73,Yes,No,Yes,Yes,3,Yes,39,42,0,1,Placed
Female,CBSE,42.7,CBSE,44.2,Electrical,6.31,Yes,Yes,Yes,Yes,3,No,39,40,3,0,Not Placed
Male,CBSE,82.1,Other,74.6,Information Technology,6.79,Yes,No,No,Yes,5,Yes,77,74,0,3,Placed
Male,ICSE,45.6,Other,58.0,Mechanical,5.3,Yes,Yes,Yes,Yes,1,Yes,57,49,1,1,Not Placed
Male,CBSE,46.2,Other,52.7,Civil,4.96,Yes,No,No,Yes,5,Yes,32,55,1,1,Placed
Female,CBSE,37.7,State,41.5,Computer Science,3.0,No,Yes,No,Yes,2,No,28,20,0,1,Not Placed
Female,CBSE,70.7,Other,58.2,Electrical,8.38,Yes,No,No,Yes,4,No,70,77,0,3,Placed
Female,State,60.5,CBSE,60.5,Mechanical,7.56,Yes,No,No,No,2,Yes,81,72,3,4,Placed
Male,State,75.0,CBSE,67.3,Information Technology,8.71,Yes,Yes,Yes,Yes,5,Yes,64,80,3,0,Placed
Female,Other,40.7,CBSE,35.0,Computer Science,3.69,Yes,Yes,Yes,Yes,4,Yes,17,24,4,0,Placed
Female,ICSE,100.0,Other,65.8,Other,10.0,Yes,No,No,Yes,1,No,84,79,0,0,Placed
Male,CBSE,35.0,CBSE,35.0,Civil,3.0,Yes,No,No,Yes,2,No,0,11,1,3,Not Placed
Others,CBSE,61.9,State,60.0,Computer Science,7.09,Yes,Yes,No,No,3,Yes,55,74,0,1,Placed
Male,CBSE,35.0,CBSE,35.0,Information Technology,3.0,No,Yes,No,No,3,Yes,12,5,1,0,Not Placed
Female,CBSE,38.6,CBSE,43.2,Electrical,3.7,Yes,Yes,No,Yes,4,Yes,23,25,2,2,Placed
Male,CBSE,81.3,CBSE,54.6,Civil,9.3,No,Yes,No,Yes,3,Yes,73,82,1,1,Placed
Male,CBSE,80.3,ICSE,70.2,Civil,6.75,Yes,No,Yes,Yes,4,No,58,48,0,0,Not Placed
Male,CBSE,35.0,State,43.8,Information Technology,5.12,Yes,No,No,Yes,3,Yes,29,43,0,0,Placed
Female,CBSE,39.9,Other,49.5,Civil,6.36,No,Yes,No,No,2,Yes,21,24,0,0,Not Placed
Male,CBSE,39.3,State,64.9,Information Technology,5.2,Yes,Yes,Yes,Yes,1,Yes,59,43,0,1,Not Placed
Male,Other,52.0,Other,57.1,Computer Science,7.01,No,Yes,No,Yes,3,No,72,67,2,1,Placed
Female,State,100.0,State,85.8,Mechanical,7.21,Yes,Yes,Yes,Yes,3,No,81,63,2,1,Placed
Female,Other,53.0,State,35.0,Other,4.42,No,No,Yes,Yes,4,Yes,47,40,3,1,Not Placed
Male,CBSE,36.3,State,35.0,Information Technology,3.34,Yes,Yes,No,Yes,4,Yes,8,27,1,2,Placed
